BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 02,Sie definieren die Schnittstellen zur verwendeten Hardware.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 04,Sie konfigurieren unter Berücksichtigung möglicher Energiesparoptionen Mikrokontroller und die umliegende Hardware.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 05,Sie programmieren Mikrocontroller gemäss Software Struktur in einer Hochsprache.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 06,Sie finden und beheben Fehler in der Software.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 07,Sie steuern mittels Software über Schnittstellen interne und externe Hardware an.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 08,Sie erweitern oder ändern bestehende Software oder suchen Fehler darin.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,ET c1 09,"Sie kompilieren Software, laden diese auf das Zielsystem und nehmen das Programm in Betrieb.",LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 01,Sie passen auftragsbezogene schriftliche Inhalte von technischen Dokumenten in englischer Sprache an.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 02,Sie kommunizieren über auftragsbezogene technische Dokumentationen in englischer Sprache auf dem Niveau A2.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 03,Sie interpretieren technische Dokumentation in englischer Sprache und setzen deren Inhalte am Arbeitsplatz um.,LFB_9999_c.01_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.01,NQR 4,P,LN 5,BE,ET c1 01,Sie entwickeln eine Software Struktur gemäss dem Pflichtenheft und stellen diese graphisch dar.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 02,Sie definieren die Schnittstellen zur verwendeten Hardware.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 04,Sie konfigurieren unter Berücksichtigung möglicher Energiesparoptionen Mikrokontroller und die umliegende Hardware.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 05,Sie programmieren Mikrocontroller gemäss Software Struktur in einer Hochsprache.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 06,Sie finden und beheben Fehler in der Software.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,BE,ET c1 07,Sie steuern mittels Software über Schnittstellen interne und externe Hardware an.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 4,BE,ET c1 08,Sie erweitern oder ändern bestehende Software oder suchen Fehler darin.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,ET c1 09,"Sie kompilieren Software, laden diese auf das Zielsystem und nehmen das Programm in Betrieb.",LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 01,Sie passen auftragsbezogene schriftliche Inhalte von technischen Dokumenten in englischer Sprache an.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 02,Sie kommunizieren über auftragsbezogene technische Dokumentationen in englischer Sprache auf dem Niveau A2.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,BE,MEM 10 03,Sie interpretieren technische Dokumentation in englischer Sprache und setzen deren Inhalte am Arbeitsplatz um.,LFB_9999_c.01_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_c.02_4,-,-,-,-,-,-,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_c.02_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_c.02_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_c.02_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 01,Sie überprüfen laufend die Anforderungen während der Entwicklung.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET b5 01,Sie leiten aufgrund der Spezifikationen Prüfkriterien ab.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 03,Sie erstellen auf Grund der Prüfkriterien die Testfälle.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 04,Sie führen die Tests durch.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 05,Sie dokumentieren die Testresultate.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 06,Sie analysieren die Testresultate und bei unbefriedigenden Testresultaten initiieren sie passende Änderungen.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 4,BE,ET c2 07,Sie schlagen aufgrund der Testresultate Optimierungen vor.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,BE,ET c2 08,Sie überprüfen die Auswirkungen gemachter Änderungen auf die Software.,LFB_9999_c.02_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 01,"Sie integrieren Geräte, Sensoren oder Aktoren in einem Netzwerk oder Bussystem und konfigurieren diese, um die Kommunikation zu ermöglichen.",LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU a1 10,"Sie bestimmen Betriebsmittel, Sensoren oder Aktoren, welche den Kundenbedürfnissen entsprechen.",LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 02,"Sie binden Geräte, Sensoren oder Aktoren in die Cloud ein.",LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU b5 11,Sie erstellen einen Prototypen Aufbau zum Testen des Zusammenspiels der verschiedenen Komponenten.,LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 03,Sie dokumentieren die Netz- oder Bustopologie zusammen mit den gemachten Konfigurationen in der Entwicklungsdokumentation.,LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 4,BE,ET c3 10,Sie entwickeln netzwerkfähige elektronische Hardware.,LFB_9999_c.03_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 01,"Sie integrieren Geräte, Sensoren oder Aktoren in einem Netzwerk oder Bussystem und konfigurieren diese, um die Kommunikation zu ermöglichen.",LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU a1 10,"Sie bestimmen Betriebsmittel, Sensoren oder Aktoren, welche den Kundenbedürfnissen entsprechen.",LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 02,"Sie binden Geräte, Sensoren oder Aktoren in die Cloud ein.",LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU b5 11,Sie erstellen einen Prototypen Aufbau zum Testen des Zusammenspiels der verschiedenen Komponenten.,LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 03,Sie dokumentieren die Netz- oder Bustopologie zusammen mit den gemachten Konfigurationen in der Entwicklungsdokumentation.,LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 4,BE,ET c3 10,Sie entwickeln netzwerkfähige elektronische Hardware.,LFB_9999_c.03_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 01,"Sie integrieren Geräte, Sensoren oder Aktoren in einem Netzwerk oder Bussystem und konfigurieren diese, um die Kommunikation zu ermöglichen.",LFB_9999_c.03_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU a1 10,"Sie bestimmen Betriebsmittel, Sensoren oder Aktoren, welche den Kundenbedürfnissen entsprechen.",LFB_9999_c.03_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU b5 11,Sie erstellen einen Prototypen Aufbau zum Testen des Zusammenspiels der verschiedenen Komponenten.,LFB_9999_c.03_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.03,NQR 4,W,LN 4,BE,ET c3 10,Sie entwickeln netzwerkfähige elektronische Hardware.,LFB_9999_c.03_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.03,NQR 4,W,LN 3,BE,ET c3 01,"Sie integrieren Geräte, Sensoren oder Aktoren in einem Netzwerk oder Bussystem und konfigurieren diese, um die Kommunikation zu ermöglichen.",LFB_9999_c.03_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU a1 10,"Sie bestimmen Betriebsmittel, Sensoren oder Aktoren, welche den Kundenbedürfnissen entsprechen.",LFB_9999_c.03_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.03,NQR 4,W,LN 5,BE,AU b5 11,Sie erstellen einen Prototypen Aufbau zum Testen des Zusammenspiels der verschiedenen Komponenten.,LFB_9999_c.03_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.03,NQR 4,W,LN 4,BE,ET c3 10,Sie entwickeln netzwerkfähige elektronische Hardware.,LFB_9999_c.03_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 02,Sie dokumentieren die relevanten Aspekte der Applikation.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 03,Sie beschaffen die nötigen Informationen über anzusteuernde Hardware.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 04,Sie erstellen ein detailliertes Konzept aufgrund des Pflichtenheftes.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 05,Sie programmieren eine Applikation in einer Hochsprache.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 06,Sie nehmen die Hardware und die Applikation in Betrieb.,LFB_9999_c.04_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 02,Sie dokumentieren die relevanten Aspekte der Applikation.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 03,Sie beschaffen die nötigen Informationen über anzusteuernde Hardware.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 04,Sie erstellen ein detailliertes Konzept aufgrund des Pflichtenheftes.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 05,Sie programmieren eine Applikation in einer Hochsprache.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 3,BE,ET c4 06,Sie nehmen die Hardware und die Applikation in Betrieb.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 07,Sie erweitern oder verbessern bestehende Applikationen.,LFB_9999_c.04_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 04,Sie erstellen ein detailliertes Konzept aufgrund des Pflichtenheftes.,LFB_9999_c.04_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 05,Sie programmieren eine Applikation in einer Hochsprache.,LFB_9999_c.04_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 07,Sie erweitern oder verbessern bestehende Applikationen.,LFB_9999_c.04_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 08,Sie optimieren die Applikation bezüglich Energieeffizienz und Langlebigkeit der eingesetzten Hardware.,LFB_9999_c.04_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 04,Sie erstellen ein detailliertes Konzept aufgrund des Pflichtenheftes.,LFB_9999_c.04_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 05,Sie programmieren eine Applikation in einer Hochsprache.,LFB_9999_c.04_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 07,Sie erweitern oder verbessern bestehende Applikationen.,LFB_9999_c.04_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.04,NQR 4,W,LN 5,BE,ET c4 08,Sie optimieren die Applikation bezüglich Energieeffizienz und Langlebigkeit der eingesetzten Hardware.,LFB_9999_c.04_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 01,Sie erstellen für eine Lösung mit Logikschaltungen gemäss dem Pflichtenheft eine grafische Analyse der Problemstellung.,LFB_9999_c.05_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c1 02,Sie definieren die Schnittstellen zur verwendeten Hardware.,LFB_9999_c.05_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.05,NQR 4,W,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.05_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 06,Sie entwickeln gemäss Pflichtenheft Logikschaltungen in einer Hardware-Beschreibungssprache oder mit grafischen Entwicklungswerkzeugen.,LFB_9999_c.05_5,-,-,-,-,-,-,5. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 01,Sie erstellen für eine Lösung mit Logikschaltungen gemäss dem Pflichtenheft eine grafische Analyse der Problemstellung.,LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c1 02,Sie definieren die Schnittstellen zur verwendeten Hardware.,LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 3,BE,ET c1 03,Sie sichern den Entwicklungsstand der Software nachvollziehbar laufend in einer Versionsverwaltung.,LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 06,Sie entwickeln gemäss Pflichtenheft Logikschaltungen in einer Hardware-Beschreibungssprache oder mit grafischen Entwicklungswerkzeugen.,LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 07,Sie finden und beheben Fehler in den Logikschaltungen.,LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 08,"Sie erweitern, ändern oder suchen Fehler in bestehenden Logikschaltungen.",LFB_9999_c.05_6,-,-,-,-,-,-,6. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 05,Sie beschreiben unter Berücksichtigung möglicher Energiesparoptionen Logikschaltungen und die umliegende Hardware.,LFB_9999_c.05_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 06,Sie entwickeln gemäss Pflichtenheft Logikschaltungen in einer Hardware-Beschreibungssprache oder mit grafischen Entwicklungswerkzeugen.,LFB_9999_c.05_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 07,Sie finden und beheben Fehler in den Logikschaltungen.,LFB_9999_c.05_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 08,"Sie erweitern, ändern oder suchen Fehler in bestehenden Logikschaltungen.",LFB_9999_c.05_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.05,NQR 4,W,LN 3,BE,ET c5 09,"Sie synthetisieren Logikschaltungen, laden diese auf das Zielsystem und nehmen die Schaltung in Betrieb.",LFB_9999_c.05_7,-,-,-,-,-,-,7. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 05,Sie beschreiben unter Berücksichtigung möglicher Energiesparoptionen Logikschaltungen und die umliegende Hardware.,LFB_9999_c.05_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.05,NQR 4,W,LN 5,BE,ET c5 06,Sie entwickeln gemäss Pflichtenheft Logikschaltungen in einer Hardware-Beschreibungssprache oder mit grafischen Entwicklungswerkzeugen.,LFB_9999_c.05_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 07,Sie finden und beheben Fehler in den Logikschaltungen.,LFB_9999_c.05_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.05,NQR 4,W,LN 4,BE,ET c5 08,"Sie erweitern, ändern oder suchen Fehler in bestehenden Logikschaltungen.",LFB_9999_c.05_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 c.05,NQR 4,W,LN 3,BE,ET c5 09,"Sie synthetisieren Logikschaltungen, laden diese auf das Zielsystem und nehmen die Schaltung in Betrieb.",LFB_9999_c.05_8,-,-,-,-,-,-,8. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 01,"Sie unterscheiden zwischen Projekt, projektorientiertem Auftrag und Aufgabe.",LFB_9999_d.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 03,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und interpretieren die Auftragsdokumente.,LFB_9999_d.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 07,Sie erstellen aufgrund der Anliegen von Kunden und Lieferanten die Anforderungsliste für den Auftrag.,LFB_9999_d.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 10,Sie erläutern in der internen Kommunikation die technischen Begriffe anderen Beteiligten.,LFB_9999_d.01_2,-,-,-,-,-,-,2. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 01,"Sie unterscheiden zwischen Projekt, projektorientiertem Auftrag und Aufgabe.",LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BE,xx d1 02,Sie stellen bei Aufträgen/Anliegen von Kunden oder Lieferanten aufgrund der Dokumentenanalyse relevante Fragen.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BE,xx d1 03,Sie nehmen Aufträge/Anliegen von Kunden oder Lieferanten entgegen und interpretieren die Auftragsdokumente.,LFB_9999_d.01_3,-,-,-,-,-,-,3. Sem.,1
